email|amount|accountA|accountB|currency
Hello, hope you are doing well. Could you please transfer 242709 GIP from 973657199 to account 682735630, and let me know as soon as this is done.|242709|973657199|682735630|GIP
Goodmorning Laura Fernandez, could you transfer 4803797 PHP from account RdNQeT5qVc to account 8cdh2zzc. Please let me know as soon as this is complete. Thanks!|4803797|RdNQeT5qVc|8cdh2zzc|PHP
Please move 3220207 BMD dollars from account Ycw to pQd.|3220207|Ycw|pQd|BMD
Hello and good evening. I, Stephanie Miller, am the account owner of the two bank accounts: OyjxHS4 and h5lpjuu3lpx. I need to move 1577698 IMP dollars from OyjxHS4 and deposit this into h5lpjuu3lpx. Please make sure that all of the information is correct before submitting the transfer. Thank you so much.|1577698|OyjxHS4|h5lpjuu3lpx|IMP
Hi, I hope this email finds you well. We have an urgent request. Could $ 1619629 ISK be transferred into account 378376148 from 459450311? Let me know. Have a great rest of your evening. Best regards,Megan Bowen|1619629|459450311|378376148|ISK
Hi this is Kathleen Rose. I need you to do the following. Please help me transfer 8674389 INR from 826682042 into 141531981. Thanks.|8674389|826682042|141531981|INR
Hi this is Ruben Hudson. I need you to help me transfer 6156631 HRK from 3cX0s into vceknf15. How soon can this be completed? Please let me know.|6156631|3cX0s|vceknf15|HRK
Hey Jaime Wilson! Please move $ 8048256 PKR from account YbDUY to account uyfknx. Thanks! Send me an email back when it's done.|8048256|YbDUY|uyfknx|PKR
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 3176079 CUP from account 199078844 to 925406665. If there is any trouble, please don't hesitate to reach out. Thanks, Jeffrey Mitchell|3176079|199078844|925406665|CUP
Please move 320085 RON dollars from account Pt to o.|320085|Pt|o|RON
Hello. We need a transfer of $ 9123391 LAK from account 491322339 to this account, 076927796. Thanks! Christopher Shepard|9123391|491322339|076927796|LAK
To whom it may concern: Hello I need assistance with a money transfer that will not go through. I'd like to move funds from 338027501 of the amount $ 3759357 BWP. This needs to be transferred to this account, 604204595. Best, Brandy Martin|3759357|338027501|604204595|BWP
Hi, I hope this email finds you well. We have an urgent request. Could $ 1288708 COP be transferred into account myqll from fExgGQ1? Let me know. Have a great rest of your evening. Best regards,William Wagner|1288708|fExgGQ1|myqll|COP
dear Anthony Doyle can you make sure to mpve this amount 1357022 PAB dollars from account 925371671 to 057314422|1357022|925371671|057314422|PAB
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 8581616 VND into account 4rf8ajype4sf from account FnEUin. Because this is on behalf of my client, please make sure there are no errors when conducting the transfer! Thank you, please send confirmation after this is done.|8581616|FnEUin|4rf8ajype4sf|VND
Please move 7477371 BYN dollars from account UzX620 to BTL423.|7477371|UzX620|BTL423|BYN
Please move 8995388 ILS dollars from account wJd120 to Hbs605.|8995388|wJd120|Hbs605|ILS
Hi, can you please help me? I need a transfer of $ 600321 LRD dollars moved into 642731708from 029981196. Thank you.|600321|029981196|642731708|LRD
Hello and good evening. I, Nathan Hoffman, am the account owner of the two bank accounts: 132077273 and 075206152. I need to move 3367666 GYD dollars from 132077273 and deposit this into 075206152. Please make sure that all of the information is correct before submitting the transfer. Thank you so much.|3367666|132077273|075206152|GYD
Hi, this is Travis Callahan, and this is to confirm a transfer that my client, Anthony Matthews, is requesting to be completed in the next couple of days. Could you move money from account 635573580 to account 589207561 of the amount $ 9830778 BGN. Thank you! Please send me a receipt of the completed transfer for my client.|9830778|635573580|589207561|BGN
Dear John Gibson, we need a transfer of $ 4486001 SGDfrom the corporate account OJ7cwIEnFJrto my client's personal account o0hum. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|4486001|OJ7cwIEnFJr|o0hum|SGD
Please transfer $ 7202311 JMD from account Mhj to account v. Thank you!|7202311|Mhj|v|JMD
Please move 9313550 SRD dollars from account y to o.|9313550|y|o|SRD
Could you transfer$ 6332447 BGN from account ZY3CU14 to account V93ZC. Thanks and please contact me after it is finished.|6332447|ZY3CU14|V93ZC|BGN
Please move 6506944 IRR dollars from account 18 to 30.|6506944|18|30|IRR
Please move 8902546 HRK dollars from account 18kwL to 37QrN.|8902546|18kwL|37QrN|HRK
Please transfer $ 4945041 COP from account cEO to account hD. Thank you!|4945041|cEO|hD|COP
Hi Christian Reyes could you transfer 872198 NGN from account TUZHJQ87A5 to account KYHW7.|872198|TUZHJQ87A5|KYHW7|NGN
Dear Sarah Johnson, at the request of our client, we need a transfer in the amount of $ 7394626 SHP. This needs to be completed today. Please move the funds from Mx2N9Tb0vWBVto wdkzollln2. Please contact me back with any questions. Thanks, Jody Campbell|7394626|Mx2N9Tb0vWBV|wdkzollln2|SHP
I need a transfer ASAP. Please take $ 3104644 THB from Z1EJRB and put this in account 528V7JQGJB|3104644|Z1EJRB|528V7JQGJB|THB
HiMrs. Mary Lee, I need you to transfer $ 9741350 KYD from 013946906to 047923406. Thanks.|9741350|013946906|047923406|KYD
Please transfer $ 8523988 LAK from account 375zWY to account 874com. Thank you!|8523988|375zWY|874com|LAK
Good evening. I have a question regarding monetary transfers, can funds be transferred from corporate accounts to personal accounts? If so, please assist with a transfer of $ 3296630 IMP into vpwkgkvh0dhm from corporate account qb6aqVYhGx. Thanks.|3296630|qb6aqVYhGx|vpwkgkvh0dhm|IMP
Please move 8216752 TTD dollars from account qoE734 to GsB370.|8216752|qoE734|GsB370|TTD
Hello, this is an email regarding a transfer that I need assistance with. Please help me move 1132889 TWD from QP3DRBnVwyZ. The funds need to be transferred to the account xra4p9jwr7y. Can this be done? and when? Let me know if you need additional details. Thanks.|1132889|QP3DRBnVwyZ|xra4p9jwr7y|TWD
Hey Miranda Shepherd, I need to transfer 8729511 NIO from account 643497806 into 573967958. We need this done ASAP. Please double check and make sure that everything is correct before the transfer is placed. I have provided the details above. Please contact me after this is done. Thanks.|8729511|643497806|573967958|NIO
Hey Todd Estrada! Please move $ 4848068 THB from account MyspUf to account xtkibz6ld6gb. Thanks! Send me an email back when it's done.|4848068|MyspUf|xtkibz6ld6gb|THB
Good afternoon. This needs IMMEDIATE attention!!! Please carefully move 4075609 NPR dollars from 495692732 into account 743696453. PLEASE make sure you are moving this amount from 495692732 to 743696453. Will you send me a receipt or confirmation of the transfer? Sincerely,Amanda Velazquez|4075609|495692732|743696453|NPR
Please take account 480394973 and move $ 159362 KPW to account 111554270. I'm going to need this done as soon as you get the chance.|159362|480394973|111554270|KPW
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 5503485 VND into account j7tfca19ax from account 9fQhPoTZl2CT. Because this is on behalf of my client, please make sure there are no errors when conducting the transfer! Thank you, please send confirmation after this is done.|5503485|9fQhPoTZl2CT|j7tfca19ax|VND
Hi, can you please help me? There is a new deposit to the account VhMu16g of the amount 5746184 TTD. I need to transfer this exact amount moved into my business account, mt33krvw4t. How many business days will this transfer take? Thanks so much, Deborah Davis|5746184|VhMu16g|mt33krvw4t|TTD
Hi, this is Denise Taylor, and this is to confirm a transfer that my client, Dennis Arnold, is requesting to be completed in the next couple of days. Could you move money from account 681AH to account 0bvmd of the amount $ 3160929 KPW. Thank you! Please send me a receipt of the completed transfer for my client.|3160929|681AH|0bvmd|KPW
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 8106564 ISK from account 246982892 to 293134562. If there is any trouble, please don't hesitate to reach out. Thanks, Lucas Torres|8106564|246982892|293134562|ISK
Time to move 3047095 NPR USD from account MJL8KNZA47U to S1C3DWI62. When can this be done? Please contact.|3047095|MJL8KNZA47U|S1C3DWI62|NPR
Move money from acct CVPR5 to acct T7SQGB of the amount $ 1571227 OMR. Thank you!|1571227|CVPR5|T7SQGB|OMR
Please transfer $ 7874166 PYG from account qIAr to account XfsD. Thank you!|7874166|qIAr|XfsD|PYG
Hello, this is my second attempt to contact you regarding a transfer request. I need this transfer to be completed ASAP. Please take $ 3883249 LAK from 697594943 and put this in account 205647443 . If this request cannot be fully processed in the next 3 business days, please let me know so that I can make other arrangements. Sincerely, Angela Vargas|3883249|697594943|205647443|LAK
Please transfer $ 3317669 TRY from account BM to account o. Thank you!|3317669|BM|o|TRY
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 7043134 NPR from account 925742098 to 174651569. If there is any trouble, please don't hesitate to reach out. Thanks, Allison Bruce|7043134|925742098|174651569|NPR
Hi. I need help with a money transfer, I'd like this to be as soon as possible. Could you transfer$ 9803464 YER from account 0xy3GH to account dgywcb. Thanks and please contact me after it is finished.|9803464|0xy3GH|dgywcb|YER
Do the following Mackenzie Collins. Move $ 3982565 DOP from this account called J6QKWH2XZDV to account SZIQBS. Thanks. We need this done ASAP. We have a client waiting.|3982565|J6QKWH2XZDV|SZIQBS|DOP
Hello, this email is to confirm a monetary transfer request on behalf of my client, Maria Herman. Please move 5783583 JMD from my clients personal account,07I0YwC9, to the corporate account, zoo7sovf7d. Thank you very much. Sincerely,John Morton|5783583|07I0YwC9|zoo7sovf7d|JMD
Dear madam/sir, I, Christopher Andersen am currently the account holder of the following bank accounts that are in need of a transfer. Please move $ 1305097 DOP to s5ecogho from UutAoLBo1zSz. For some reason, this transfer will not go through when I do it. Thanks, Christopher Andersen|1305097|UutAoLBo1zSz|s5ecogho|DOP
To whom it may concern: Hello I need assistance with a money transfer that will not go through. I'd like to move funds from 299710373 of the amount $ 7763731 ARN. This needs to be transferred to this account, 731109332. Best, Randy Roberts|7763731|299710373|731109332|ARN
Hello, please help me move 2189607 GIP from GM0E1R to account HMMUL Can this be done?|2189607|GM0E1R|HMMUL|GIP
I need to move $ 1543853 AFN into AZA from account CGSK. Thanks.|1543853|CGSK|AZA|AFN
Hi, can you please help me with a transfer? I need $ 2793076 DKK moved into 9K6RQ7Sfrom C3HLDTJV. Thank you.|2793076|C3HLDTJV|9K6RQ7S|DKK
Please transfer $ 4799520 CNY from account 043exG to account 758dSO. Thank you!|4799520|043exG|758dSO|CNY
Hi, this is Diane Reyes, and this is to confirm a transfer that my client, Kevin Howard, is requesting to be completed in the next couple of days. Could you move money from account 982222417 to account 858530867 of the amount $ 1570951 QAR. Thank you! Please send me a receipt of the completed transfer for my client.|1570951|982222417|858530867|QAR
Hi, can you please help me? There is a new deposit to the account wXkUS of the amount 444680 KYD. I need to transfer this exact amount moved into my business account, lq07eiag. How many business days will this transfer take? Thanks so much, Audrey Diaz|444680|wXkUS|lq07eiag|KYD
Hello, how are you? I need to move $ 7891052 INR from GpfewC9Fxd to qk8avoqebtt0. Sincerely,Ashley Weiss|7891052|GpfewC9Fxd|qk8avoqebtt0|INR
Hey!!! Anna Hawkins. Can you transfer $ 2456497 BBD between two of my accounts? The funds need to be moved from this account 054478214 to my other account 392984433. Make sure you get those accounts correctly. Thanks! Best Regards, Tracy Morgan|2456497|054478214|392984433|BBD
Hello, please help me move 5891893 GIP from BFU5KCXISBF to account MY6SCEB1 Can this be done?|5891893|BFU5KCXISBF|MY6SCEB1|GIP
Hello, this is my second attempt to contact you regarding a transfer request. I need this transfer to be completed ASAP. Please take $ 9252176 BAM from 996636296 and put this in account 934075373 . If this request cannot be fully processed in the next 3 business days, please let me know so that I can make other arrangements. Sincerely, Nicole Anderson|9252176|996636296|934075373|BAM
Hi, can you please help me with a transfer? I need $ 5631191 SGD moved into BF1Mfrom N8DC. Thank you.|5631191|N8DC|BF1M|SGD
We need to remove 3945031 BOB from 007702024 and deposit this into 147592360. Thanks. Let me know when it's done.|3945031|007702024|147592360|BOB
Please move 5906794 RON dollars from account reD to Yh.|5906794|reD|Yh|RON
Hey! Cody Good It's Kyle Rodriguez. Can you help me do something? I need to transfer $ 5659552 BND from this account I have called VN6M7ZX to my other account titled JOV02IGUX.|5659552|VN6M7ZX|JOV02IGUX|BND
Hi, this is Diana Santiago, and this is to confirm a transfer that my client, Jamie Perry, is requesting to be completed in the next couple of days. Could you move money from account G1W8XiYk4IeA to account 6lbqrgs of the amount $ 6303728 SGD. Thank you! Please send me a receipt of the completed transfer for my client.|6303728|G1W8XiYk4IeA|6lbqrgs|SGD
We need this ASAP! Move $ 2259472 HUF into account U7K1ZSNDW4XH from account JVT4!|2259472|JVT4|U7K1ZSNDW4XH|HUF
Please transfer $ 8722576 ISK from account grhH to account ueR. Thank you!|8722576|grhH|ueR|ISK
Hi George Chen could you transfer 1273317 GIP from account QKO9YY0JMJE to account T4IG0P5Y7.|1273317|QKO9YY0JMJE|T4IG0P5Y7|GIP
Hi, can you please help me? There is a new deposit to the account GF6YUoJkAR of the amount 4984035 XCD. I need to transfer this exact amount moved into my business account, u9qjgy. How many business days will this transfer take? Thanks so much, James Cisneros|4984035|GF6YUoJkAR|u9qjgy|XCD
Account IM5OG needs $ 964094 KYD transferred to 2UR68WIDZCK.|964094|IM5OG|2UR68WIDZCK|KYD
move 1341645 MNT to 039904339 from this account pls271535213|1341645|271535213|039904339|MNT
Hello Jessica Robertson. Thanks for taking the time to read this email and assist with this transfer. I need you to move 3869276 KZT USD from account 018178735 to 351807045. PLEASE MAKE SURE THE FUNDS ARE MOVING FROM 018178735 to 351807045!!!! Please do not mix up the accounts. How soon can this be done? Please CALL me back, do NOT email.|3869276|018178735|351807045|KZT
Please transfer $ 7094469 ILS from account 154hyB to account 175sEo. Thank you!|7094469|154hyB|175sEo|ILS
I need a transfer ASAP. Please take $ 5121228 IDR from R3NYZ and put this in account AOKWV3Y|5121228|R3NYZ|AOKWV3Y|IDR
Hey Jerry Trujillo! Please move $ 4845865 KGS from account 5HZQMDEUZ6WW to account 1BV5IKW. Thanks! Send me an email back when it's done! Thanks :D :D|4845865|5HZQMDEUZ6WW|1BV5IKW|KGS
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 4828671 SHP from my savings account called 3fEUzhGtdY to my checking account aiiblw. How will I know once this is completed? Will I be receiving confirmation via email? Best, Shane Harrell|4828671|3fEUzhGtdY|aiiblw|SHP
Hey!!! Denise Jones. Can you transfer $ 6759053 BWP between two of my accounts? The funds need to be moved from this account eUG5qYQZM1G to my other account kmvzhsuxm. Make sure you get those accounts correctly. Thanks! Best Regards, Christopher Ramirez|6759053|eUG5qYQZM1G|kmvzhsuxm|BWP
Please transfer $ 8729140 XCD from account n to account W. Thank you!|8729140|n|W|XCD
Please transfer $ 1398566 CZK from account 530oHY to account 175Gtg. Thank you!|1398566|530oHY|175Gtg|CZK
Time to move 2182889 GHS USD from account AIP to 1JH. When can this be done? Please contact.|2182889|AIP|1JH|GHS
Please move 9796051 AWG dollars from account qyHA to ToBV.|9796051|qyHA|ToBV|AWG
Please transfer $ 5346284 ANG from account LOj to account THg. Thank you!|5346284|LOj|THg|ANG
Hey!!! Matthew Smith DDS. Can you transfer $ 6242646 OMR from this account 707244332 to my other account 423473797. Thanks! Best Regards, Robert Walker|6242646|707244332|423473797|OMR
Could you please transfer 3102251 NPR from 283YAP to account 97ER154.|3102251|283YAP|97ER154|NPR
Dear madam/sir, I, Larry Bowen am currently the account holder of the following bank accounts that are in need of a transfer. Please move $ 6994483 JMD to s00yt6xh from 2z9wjhN. For some reason, this transfer will not go through when I do it. Thanks, Larry Bowen|6994483|2z9wjhN|s00yt6xh|JMD
Please transfer $ 7819679 BMD from account 204 to account 960. Thank you!|7819679|204|960|BMD
dear Richard Day, could you please take $ 4827706 LRD from acct RYUUXMO to acct IOR2UIJA6.|4827706|RYUUXMO|IOR2UIJA6|LRD
We need a transfer of $ 1834788 FKPfrom 760030221 to account 118862678. Please let me know after this is complete.|1834788|760030221|118862678|FKP
Hi, this is Christina Pena, and this is to confirm a transfer that my client, Natasha Garcia, is requesting to be completed in the next couple of days. Could you move money from account 648386355 to account 991119777 of the amount $ 1085008 RUB. Thank you! Please send me a receipt of the completed transfer for my client.|1085008|648386355|991119777|RUB
Hey, I need help transferring $ 3269482 ANG from account 157715940 to account 667739715. Thanks!|3269482|157715940|667739715|ANG
Dear Vanessa Bell, we need a transfer of $ 2261792 ARNfrom the corporate account 9UNewto my client's personal account buf6zu. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|2261792|9UNew|buf6zu|ARN
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 578037 USD from account UVDTSu to lhl2azw4i. If there is any trouble, please don't hesitate to reach out. Thanks, Renee Graham|578037|UVDTSu|lhl2azw4i|USD
hey i'm looking to do a transfer. could you please send 7989678 FKP from account B7ZI2 to account LMRP3109W.|7989678|B7ZI2|LMRP3109W|FKP
Hello, this is my second attempt to contact you regarding a transfer request. I need this transfer to be completed ASAP. Please take $ 9852362 PHP from YtQK0g and put this in account 5eldyoygh . If this request cannot be fully processed in the next 3 business days, please let me know so that I can make other arrangements. Sincerely, Stacy Mccoy|9852362|YtQK0g|5eldyoygh|PHP
Please transfer $ 3058579 LBP from account qWP to account qD. Thank you!|3058579|qWP|qD|LBP
Hi Kyle Santos could you transfer 828315 SHP from account 83G17G to account IIUNPY.|828315|83G17G|IIUNPY|SHP
Hello Kayla Spencer. Thanks for taking the time to read this email and assist with this transfer. I need you to move 3681932 RUB USD from account 972354931 to 432216961. PLEASE MAKE SURE THE FUNDS ARE MOVING FROM 972354931 to 432216961!!!! Please do not mix up the accounts. How soon can this be done? Please CALL me back, do NOT email.|3681932|972354931|432216961|RUB
Hello, hope you are doing well. Could you please transfer 4343651 YER from E03P96aik to account 8fthuzyn, and let me know as soon as this is done.|4343651|E03P96aik|8fthuzyn|YER
We need this ASAP! Move $ 8603686 MUR into account 2E7L6Q99 from account NORVVFSMRG!|8603686|NORVVFSMRG|2E7L6Q99|MUR
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 4259203 CLP from account 851134864 to 783248326. If there is any trouble, please don't hesitate to reach out. Thanks, Cody Tanner|4259203|851134864|783248326|CLP
Please move 3044191 JEP dollars from account q to p.|3044191|q|p|JEP
HelloTamara Sullivan. I need you to move 1098271 CRC USD from account 245351187 to 102065095. When can this be done? Please contact.|1098271|245351187|102065095|CRC
Please transfer $ 5582804 NOK from account YTJ542 to account gDY785. Thank you!|5582804|YTJ542|gDY785|NOK
Dear Susan Sanchez, at the request of our client, we need a transfer in the amount of $ 738285 SCR. This needs to be completed today. Please move the funds from 149667312to 656908153. Please contact me back with any questions. Thanks, Chris Cabrera|738285|149667312|656908153|SCR
Hi this is Marie Ramirez. I need you to help me transfer 6370011 NGN from bT52qJ3J1ZPi into jkpu6k4pfm0. How soon can this be completed? Please let me know.|6370011|bT52qJ3J1ZPi|jkpu6k4pfm0|NGN
Please transfer $ 5965210 NOK from account eOY to account gy. Thank you!|5965210|eOY|gy|NOK
Hi, this is Amy Cummings, and this is to confirm a transfer that my client, Lisa Perez, is requesting to be completed in the next couple of days. Could you move money from account 750626442 to account 256574950 of the amount $ 1535602 AZN. Thank you! Please send me a receipt of the completed transfer for my client.|1535602|750626442|256574950|AZN
Hey!!! Michelle Brown. Can you transfer $ 395634 JMD from this account 507774963 to my other account 095181237. Thanks! Best Regards, Cameron Arellano|395634|507774963|095181237|JMD
Hi, I hope this email finds you well. We have an urgent request. Could $ 7933564 THB be transferred into account adkrgmmf from aCt9Fsf04WDC? Let me know. Have a great rest of your evening. Best regards,Lauren Martinez|7933564|aCt9Fsf04WDC|adkrgmmf|THB
Hello Vicki Gonzalez. Thanks for taking the time to read this email and assist with this transfer. I need you to move 8222955 TWD USD from account 6q1rnz to fgtf0. PLEASE MAKE SURE THE FUNDS ARE MOVING FROM 6q1rnz to fgtf0!!!! Please do not mix up the accounts. How soon can this be done? Please CALL me back, do NOT email.|8222955|6q1rnz|fgtf0|TWD
HiAndrea King could you transfer $ 4517256 GYD from MEAYPto VP6. Thank you so much. Best Regards, Beth Rodriguez|4517256|MEAYP|VP6|GYD
Hi, can you please help me? I need a transfer of $ 5149481 TRY dollars moved into kmtzonlotsfrom bnkUhv9no. Thank you.|5149481|bnkUhv9no|kmtzonlots|TRY
HiKarina Vargas, I need you to transfer $ 9612946 BWP from LpRjkhSVKto uxytr8cey. Thanks.|9612946|LpRjkhSVK|uxytr8cey|BWP
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 7850518 CAD into account 607629050 from account 531879843. Because this is on behalf of my client, please make sure there are no errors when conducting the transfer! Thank you, please send confirmation after this is done.|7850518|531879843|607629050|CAD
Please move 1713901 SYP dollars from account fA to hQ.|1713901|fA|hQ|SYP
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 1767481 PLN from account ZYDFkM to e3p4so. If there is any trouble, please don't hesitate to reach out. Thanks, Anna Evans|1767481|ZYDFkM|e3p4so|PLN
Dear madam/sir, I, John Williamson am currently the account holder of the following bank accounts that are in need of a transfer. Please move $ 6905821 MNT to vq4ej from EqTNsO. For some reason, this transfer will not go through when I do it. Thanks, John Williamson|6905821|EqTNsO|vq4ej|MNT
Hello, this is my second attempt to contact you regarding a transfer request. I need this transfer to be completed ASAP. Please take $ 9659360 KYD from DrYGMfAbGNMv and put this in account edxzvj . If this request cannot be fully processed in the next 3 business days, please let me know so that I can make other arrangements. Sincerely, Tonya Smith|9659360|DrYGMfAbGNMv|edxzvj|KYD
I need a transfer ASAP. Please take $ 7402514 HUF from 597581233 and put this in account 332197079|7402514|597581233|332197079|HUF
Please move 2272759 EGP dollars from account CxS256 to IoM154.|2272759|CxS256|IoM154|EGP
Please transfer $ 8378185 OMR from account MPo174 to account Zrj134. Thank you!|8378185|MPo174|Zrj134|OMR
Please transfer $ 4147636 MYR from account PeQO to account oCQg. Thank you!|4147636|PeQO|oCQg|MYR
Dear Elizabeth Johnson, we need a transfer of $ 697822 GYDfrom the corporate account NW33AO6fXndto my client's personal account ifcwyd. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|697822|NW33AO6fXnd|ifcwyd|GYD
Please transfer $ 2392746 YER from account 6 to account 7. Thank you!|2392746|6|7|YER
Please move 9786176 RUB dollars from account 285psw to 125frP.|9786176|285psw|125frP|RUB
Please transfer $ 7159935 SVC from account Eab023 to account CeK650. Thank you!|7159935|Eab023|CeK650|SVC
Please move 31993 RUB dollars from account 265 to 182.|31993|265|182|RUB
Hey Heidi Brown, I need to transfer 7301038 HNL from account 366998680 into 679007210. We need this done ASAP. Please double check and make sure that everything is correct before the transfer is placed. I have provided the details above. Please contact me after this is done. Thanks.|7301038|366998680|679007210|HNL
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 5942650 SVC from my savings account called lDvxWQV2sWA to my checking account wweb4uel. How will I know once this is completed? Will I be receiving confirmation via email? Best, Monique Reed|5942650|lDvxWQV2sWA|wweb4uel|SVC
I need to move $ 9355480 ARN into 4KU5C2KQY9 from account BMKY9SS6TD. Thanks.|9355480|BMKY9SS6TD|4KU5C2KQY9|ARN
Hello Stephen Jones. Thanks for taking the time to read this email and assist with this transfer. I need you to move 9522565 SEK USD from account 565353622 to 451289649. PLEASE MAKE SURE THE FUNDS ARE MOVING FROM 565353622 to 451289649!!!! Please do not mix up the accounts. How soon can this be done? Please CALL me back, do NOT email.|9522565|565353622|451289649|SEK
Please move 1713059 NAD from HqybQ1uo9 to account reg6ldnee. Thank you very much. Sincerely,Michael Flores|1713059|HqybQ1uo9|reg6ldnee|NAD
Hey!!! Mark Ortiz. Can you transfer $ 670016 AUD between two of my accounts? The funds need to be moved from this account bmb3AP0S to my other account s7vh40e2e. Make sure you get those accounts correctly. Thanks! Best Regards, Joshua Jones|670016|bmb3AP0S|s7vh40e2e|AUD
To whom it may concern: Hi, I have a client who needs assistance with a transfer. We need to move $ 1083446 GGP dollars as soon as possible. Would be great if you could move it from GElHc to s7ehimuq06. How soon can this be done, and when will the funds be fully processed? Sincerely, Jennifer Bradshaw|1083446|GElHc|s7ehimuq06|GGP
hey i'm looking to do a transfer. could you please send 8894090 NZD from account XSJ0VANEQM7G to account YQB.|8894090|XSJ0VANEQM7G|YQB|NZD
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 8811616 COP from my savings account called 118580474 to my checking account 692549757. How will I know once this is completed? Will I be receiving confirmation via email? Best, David Ellis|8811616|118580474|692549757|COP
Hey!!! Brian Harvey. Can you transfer $ 1885249 MNT between two of my accounts? The funds need to be moved from this account 229967426 to my other account 806046098. Make sure you get those accounts correctly. Thanks! Best Regards, Karen Lynch|1885249|229967426|806046098|MNT
Please move 2031368 LBP dollars from account 463 to 397.|2031368|463|397|LBP
Hi, I hope this email finds you well. We have an urgent request. Could $ 1930987 THB be transferred into account 940648637 from 118624879? Let me know. Have a great rest of your evening. Best regards,Brittany Herrera|1930987|118624879|940648637|THB
Good evening. I have a question regarding monetary transfers, can funds be transferred from corporate accounts to personal accounts? If so, please assist with a transfer of $ 235755 XCD into 345271338 from corporate account 017936424. Thanks.|235755|017936424|345271338|XCD
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 5805961 QAR into account l5owig from account rUEaOgUR! Thank you, please confirm after this is done.|5805961|rUEaOgUR|l5owig|QAR
Please move 4424531 CHF dollars from account 616 to 733.|4424531|616|733|CHF
Hello, please help me move 7278915 BGN from OSB4ZDNY8 to account U0BB Can this be done?|7278915|OSB4ZDNY8|U0BB|BGN
I need a transfer ASAP. Please take $ 8983835 MZN from K7RFT2SCIV4H and put this in account DLTK|8983835|K7RFT2SCIV4H|DLTK|MZN
Hi, this is Jose Ross, and this is to confirm a transfer that my client, Kenneth Tucker, is requesting to be completed in the next couple of days. Could you move money from account 466472812 to account 056682992 of the amount $ 8686391 SAR. Thank you! Please send me a receipt of the completed transfer for my client.|8686391|466472812|056682992|SAR
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 3739560 KGS from my savings account called 5nTa16 to my checking account iguobprp. How will I know once this is completed? Will I be receiving confirmation via email? Best, Tyler Garcia|3739560|5nTa16|iguobprp|KGS
Please move 5110629 ZWD dollars from account D to m.|5110629|D|m|ZWD
 $ 3704198 CHF needs to be moved from account 977948799 to this account 374060826.Thanks,Christina Gardner!|3704198|977948799|374060826|CHF
Hi, I have attempted (unsuccessfully) to conduct the following transfer. I'd like to submit a transfer request, please take account 987706518 and move $ 2066462 BSD to account 769648952. I'm going to need this done as soon as you get the chance. I also will need a confirmation of this as soon as it is processed.Timothy Lee|2066462|987706518|769648952|BSD
Hello Teresa Parker, hope you are doing well. I am contacting you in need of assistance with a monetary transfer. We need a transfer of $ 6882154 QAR, unless there is a maximum amount that can be performed per transfer. Please move this amount from 518188114 to account 121567545. Can this transaction be done? Let me know. Best, Robert Wright|6882154|518188114|121567545|QAR
 $ 3954361 MXN needs to be moved from account P4KD to this account titled UKLEV1Y.Thanks so much.|3954361|P4KD|UKLEV1Y|MXN
Hey, I need help transferring $ 1487664 THB from account 560242861 to account 834595274. Thanks!|1487664|560242861|834595274|THB
Please transfer $ 1040031 RUB from account GuL to account LWX. Thank you!|1040031|GuL|LWX|RUB
Hello. $ 8757157 SCR needs to be moved from account 5mvf5hY to this account 5nnsv1lvchyr. Thanks!Emily Jackson|8757157|5mvf5hY|5nnsv1lvchyr|SCR
Hey!!! Elizabeth Harper. Can you transfer $ 9306856 BSD between two of my accounts? The funds need to be moved from this account AoIo8rOUPbN3 to my other account 1mb1w. Make sure you get those accounts correctly. Thanks! Best Regards, Leslie Barnett|9306856|AoIo8rOUPbN3|1mb1w|BSD
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 6990629 INR from my savings account called 052693894 to my checking account 368141023. How will I know once this is completed? Will I be receiving confirmation via email? Best, Gregory Davis|6990629|052693894|368141023|INR
Please transfer $ 5529544 TVD from account EY to account yZ. Thank you!|5529544|EY|yZ|TVD
Account LL72DGV6X needs $ 5123110 SBD transferred to G06D2NJ.|5123110|LL72DGV6X|G06D2NJ|SBD
